"","geoNetwork.country","fullVisitorId","channelGrouping","fullVisitorId.1","device.browser","device.operatingSystem","device.deviceCategory","geoNetwork.continent","geoNetwork.subContinent","geoNetwork.country.1","trafficSource.source","trafficSource.medium","totals.hits","totals.pageviews","date","trafficSource.adContent","device.isMobile","avgGDP","gni2017","gni_cat","totals.transactionRevenue","summedRevenue","summedRevenue_log","totals.transactionRevenue_log"
"372","United States",1439992538528236544,"Referral",1439992538528236544,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",21,17,20161123,"","False",60269.2179913037,59460,"High income",13590000,13590000,16.4248447861273,16.4248447861273
"373","United States",1449837580028486656,"Organic Search",1449837580028486656,"Safari","iOS","tablet","Americas","Northern America","United States","google","organic",58,48,20161112,"","True",60269.2179913037,59460,"High income",30960000,30960000,17.2482066066858,17.2482066066858
"374","United States",1455159374538425088,"Display",1455159374538425088,"Chrome","iOS","desktop","Americas","Northern America","United States","Other","cpm",22,18,20161123,"","False",60269.2179913037,59460,"High income",51990000,51990000,17.7665619503599,17.7665619503599
"375","United States",1467141040071375104,"Direct",1467141040071375104,"Chrome","Windows","desktop","Americas","Northern America","United States","(direct)","(none)",38,33,20161130,"","False",60269.2179913037,59460,"High income",31960000,31960000,17.2799956788623,17.2799956788623
"376","United States",1470956649294061312,"Direct",1470956649294061312,"Chrome","Windows","desktop","Americas","Northern America","United States","(direct)","(none)",19,15,20170616,"","False",60269.2179913037,59460,"High income",19020000,19020000,16.7610016150815,16.7610016150815
"377","United States",1489415395577768192,"Organic Search",1489415395577768192,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","google","organic",13,11,20161118,"","False",60269.2179913037,59460,"High income",44790000,44790000,17.6174954581835,17.6174954581835
"378","United States",1489909135644077568,"Referral",1489909135644077568,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",18,14,20170519,"","False",60269.2179913037,59460,"High income",279300000,279300000,19.4477970309154,19.4477970309154
"379","United States",1494014144412248576,"Referral",1494014144412248576,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",12,10,20160816,"","False",60269.2179913037,59460,"High income",55550000,55550000,17.8327940740499,17.8327940740499
"380","United States",1507016731283408384,"Referral",1507016731283408384,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",44,34,20170630,"","False",60269.2179913037,59460,"High income",26580000,26580000,17.0956696112494,17.0956696112494
"381","United States",1509207029214764800,"Referral",1509207029214764800,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",29,21,20170519,"","False",60269.2179913037,59460,"High income",98350000,98350000,18.4040431027993,18.4040431027993
"382","United States",4348116835097503232,"Referral",4348116835097503232,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",39,27,20170616,"","False",60269.2179913037,59460,"High income",38740000,38740000,17.4723832159431,17.4723832159431
"383","United States",1511861170011403520,"Direct",1511861170011403520,"Chrome","Android","tablet","Americas","Northern America","United States","(direct)","(none)",13,12,20170501,"","True",60269.2179913037,59460,"High income",8990000,8990000,16.0116234064478,16.0116234064478
"384","United States",793185968741743872,"Organic Search",793185968741743872,"Other","Windows","desktop","Americas","Northern America","United States","Other","organic",13,11,20170420,"","False",60269.2179913037,59460,"High income",10990000,10990000,16.2124963263798,16.2124963263798
"385","United States",1537806691973735168,"Direct",1537806691973735168,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",19,16,20161110,"","False",60269.2179913037,59460,"High income",24990000,24990000,17.0339863028111,17.0339863028111
"386","United States",1546626226233850880,"Referral",1546626226233850880,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",24,21,20160902,"","False",60269.2179913037,59460,"High income",546320000,546320000,20.1187154426171,20.1187154426171
"387","United States",1548048991240575744,"Organic Search",1548048991240575744,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",44,38,20170420,"","False",60269.2179913037,59460,"High income",50970000,50970000,17.7467477823162,17.7467477823162
"388","United States",1553504908601719040,"Referral",1553504908601719040,"Chrome","Windows","desktop","Americas","Northern America","United States","Other","referral",55,41,20161213,"","False",60269.2179913037,59460,"High income",13470000,13470000,16.4159755483865,16.4159755483865
"389","United States",1561119018673987840,"Referral",1561119018673987840,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",48,37,20160816,"","False",60269.2179913037,59460,"High income",126220000,126220000,18.6535369741204,18.6535369741204
"390","United States",1569663514316885248,"Referral",1569663514316885248,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",14,12,20170621,"","False",60269.2179913037,59460,"High income",55990000,55990000,17.8406836613251,17.8406836613251
"391","United States",1579091096057417472,"Organic Search",1579091096057417472,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",24,22,20161213,"","False",60269.2179913037,59460,"High income",23970000,23970000,16.9923136064106,16.9923136064106
"392","United States",1617666835102825472,"Organic Search",1617666835102825472,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",15,13,20160816,"","False",60269.2179913037,59460,"High income",35140000,35140000,17.3748506407232,17.3748506407232
"393","United States",1618402686799055104,"Referral",1618402686799055104,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",8,8,20161209,"","False",60269.2179913037,59460,"High income",1007830000,1007830000,20.7310653415788,20.7310653415788
"394","United States",1627208831212925952,"Referral",1627208831212925952,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",36,29,20170126,"","False",60269.2179913037,59460,"High income",30390000,30390000,17.229624164893,17.229624164893
"395","United States",1639072713254976768,"Referral",1639072713254976768,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",14,11,20170621,"","False",60269.2179913037,59460,"High income",19990000,19990000,16.8107427064766,16.8107427064766
"396","United States",1639589047263376640,"Referral",1639589047263376640,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",19,15,20161030,"","False",60269.2179913037,59460,"High income",27180000,27180000,17.1179919666873,17.1179919666873
"397","United States",1649731062336600832,"Referral",1649731062336600832,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",49,43,20161216,"","False",60269.2179913037,59460,"High income",17590000,17590000,16.6828411167137,16.6828411167137
"398","United States",1658702239532336128,"Referral",1658702239532336128,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",36,31,20161130,"","False",60269.2179913037,59460,"High income",44790000,44790000,17.6174954581835,17.6174954581835
"399","United States",1661905858765979904,"Referral",1661905858765979904,"Chrome","Windows","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",35,28,20170621,"","False",60269.2179913037,59460,"High income",58790000,58790000,17.8894823303784,17.8894823303784
"400","United States",1665883834078021632,"Direct",1665883834078021632,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",75,56,20161129,"","False",60269.2179913037,59460,"High income",761640000,761640000,20.4509845610707,20.4509845610707
"401","United States",1680230246971032320,"Organic Search",1680230246971032320,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",42,38,20170303,"","False",60269.2179913037,59460,"High income",16990000,16990000,16.6481354936481,16.6481354936481
"402","United States",1682749722677874944,"Referral",1682749722677874944,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",23,17,20170613,"","False",60269.2179913037,59460,"High income",41990000,41990000,17.5529420526604,17.5529420526604
"403","United States",4497523886443399168,"Referral",4497523886443399168,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",49,37,20170621,"","False",60269.2179913037,59460,"High income",16230000,16230000,16.6023719394908,16.6023719394908
"404","United States",1691262461712944640,"Referral",1691262461712944640,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",14,13,20161130,"","False",60269.2179913037,59460,"High income",119980000,119980000,18.6028356201892,18.6028356201892
"405","United States",1704026974933419776,"Organic Search",1704026974933419776,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",27,22,20161216,"","False",60269.2179913037,59460,"High income",43980000,43980000,17.5992455430909,17.5992455430909
"406","United States",1704269846042149632,"Referral",1704269846042149632,"Chrome","Windows","desktop","Americas","Northern America","United States","Other","referral",10,9,20160831,"","False",60269.2179913037,59460,"High income",126200000,126200000,18.6533785080714,18.6533785080714
"407","United States",1708063999877429504,"Referral",1708063999877429504,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",17,13,20170420,"","False",60269.2179913037,59460,"High income",141800000,141800000,18.7699281720623,18.7699281720623
"408","United States",1710046532262949120,"Referral",1710046532262949120,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",72,50,20160902,"","False",60269.2179913037,59460,"High income",338970000,338970000,19.6414221658535,19.6414221658535
"409","United States",1.710276641443e+18,"Referral",1.710276641443e+18,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",56,47,20161030,"","False",60269.2179913037,59460,"High income",19990000,19990000,16.8107427064766,16.8107427064766
"410","United States",1720006022504089856,"Direct",1720006022504089856,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",42,35,20161209,"","False",60269.2179913037,59460,"High income",139960000,139960000,18.7568672254638,18.7568672254638
"411","United States",1722806790293902592,"Referral",1722806790293902592,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",40,37,20170303,"","False",60269.2179913037,59460,"High income",201460000,201460000,19.1211014084788,19.1211014084788
"412","United States",1729268530542917120,"Direct",1729268530542917120,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",29,22,20160822,"","False",60269.2179913037,59460,"High income",28090000,28090000,17.1509241990804,17.1509241990804
"413","United States",1735733574864942848,"Referral",1735733574864942848,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",77,58,20170203,"","False",60269.2179913037,59460,"High income",108720000,108720000,18.5042863278072,18.5042863278072
"414","United States",1749853719127085824,"Direct",1749853719127085824,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",13,11,20170501,"","False",60269.2179913037,59460,"High income",23990000,23990000,16.9931476348159,16.9931476348159
"415","United States",1750514406451147008,"Referral",1750514406451147008,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",30,22,20160811,"","False",60269.2179913037,59460,"High income",81460000,81460000,18.2156226601845,18.2156226601845
"416","United States",1754913906837979904,"Referral",1754913906837979904,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",28,21,20161216,"","False",60269.2179913037,59460,"High income",91600000,91600000,18.3329418296444,18.3329418296444
"417","United States",1755285075789070336,"Direct",1755285075789070336,"Safari","iOS","mobile","Americas","Northern America","United States","(direct)","(none)",26,24,20170228,"","True",60269.2179913037,59460,"High income",10990000,10990000,16.2124963263798,16.2124963263798
"418","United States",1759779356678951424,"Direct",1759779356678951424,"Chrome","Windows","desktop","Americas","Northern America","United States","(direct)","(none)",63,48,20170126,"","False",60269.2179913037,59460,"High income",264790000,523090000,20.0752640913544,19.3944476169636
"420","United States",1776658355119092224,"Direct",1776658355119092224,"Safari","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",19,16,20160902,"","False",60269.2179913037,59460,"High income",395730000,395730000,19.7962427184932,19.7962427184932
"421","United States",1805199738118049792,"Organic Search",1805199738118049792,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",27,23,20170611,"","False",60269.2179913037,59460,"High income",66140000,66140000,18.0072842655179,18.0072842655179
"422","United States",1806006534240481280,"Organic Search",1806006534240481280,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",18,16,20170613,"","False",60269.2179913037,59460,"High income",56980000,56980000,17.858210887034,17.858210887034
"423","United States",1807168875830631168,"Referral",1807168875830631168,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",33,27,20170111,"","False",60269.2179913037,59460,"High income",268740000,268740000,19.4092549274115,19.4092549274115
"424","United States",1814166460229302784,"Direct",1814166460229302784,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","(direct)","(none)",54,40,20170203,"","False",60269.2179913037,59460,"High income",1171470000,1171470000,20.8815252073896,20.8815252073896
"425","United States",1827094194524010752,"Direct",1827094194524010752,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",16,16,20161216,"","False",60269.2179913037,59460,"High income",13980000,13980000,16.4531382947699,16.4531382947699
"426","United States",1840851331130609920,"Referral",1840851331130609920,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",34,29,20170519,"","False",60269.2179913037,59460,"High income",79990000,79990000,18.197412184825,18.197412184825
"427","United States",1845526144888946944,"Direct",1845526144888946944,"Chrome","Linux","desktop","Americas","Northern America","United States","(direct)","(none)",18,15,20170501,"","False",60269.2179913037,59460,"High income",33590000,33590000,17.3297389615885,17.3297389615885
"428","United States",1859923053751186688,"Organic Search",1859923053751186688,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",11,11,20161209,"","False",60269.2179913037,59460,"High income",19190000,19190000,16.7698998679839,16.7698998679839
"429","United States",1860697994072848896,"Paid Search",1860697994072848896,"Chrome","iOS","mobile","Americas","Northern America","United States","google","cpc",31,26,20170616,"Google Merchandise Collection","True",60269.2179913037,59460,"High income",57260000,57260000,17.8631128576342,17.8631128576342
"430","United States",1862546724568841216,"Organic Search",1862546724568841216,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",17,17,20170501,"","False",60269.2179913037,59460,"High income",75960000,75960000,18.1457174439084,18.1457174439084
"431","United States",1868935000075627008,"Organic Search",1868935000075627008,"Safari","iOS","desktop","Americas","Northern America","United States","google","organic",28,24,20161216,"","False",60269.2179913037,59460,"High income",21990000,21990000,16.9060983625309,16.9060983625309
"432","United States",1881458907401964288,"Referral",1881458907401964288,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",41,26,20160902,"","False",60269.2179913037,59460,"High income",103240000,103240000,18.4525669328147,18.4525669328147
"433","United States",1884511874414753280,"Organic Search",1884511874414753280,"Safari","iOS","mobile","Americas","Northern America","United States","google","organic",89,74,20161030,"","True",60269.2179913037,59460,"High income",32730000,32730000,17.3038026464774,17.3038026464774
"434","United States",1892504515910818560,"Organic Search",1892504515910818560,"Other","Windows","desktop","Americas","Northern America","United States","google","organic",58,45,20170613,"","False",60269.2179913037,59460,"High income",45130000,45130000,17.6250577718032,17.6250577718032
"435","United States",1900898927258752768,"Referral",1900898927258752768,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",25,20,20161209,"","False",60269.2179913037,59460,"High income",28780000,28780000,17.1751912594235,17.1751912594235
"436","United States",1902004978039013120,"Organic Search",1902004978039013120,"Safari","iOS","tablet","Americas","Northern America","United States","google","organic",46,37,20160822,"","True",60269.2179913037,59460,"High income",56390000,56390000,17.8478023957834,17.8478023957834
"437","United States",1912171696404614400,"Referral",1912171696404614400,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",14,14,20161216,"","False",60269.2179913037,59460,"High income",69580000,69580000,18.0579877276881,18.0579877276881
"438","United States",1916023905118162176,"Referral",1916023905118162176,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",20,17,20170611,"","False",60269.2179913037,59460,"High income",8790000,19420000,16.7818140208275,15.9891252696614
"440","United States",4785301051218468864,"Organic Search",4785301051218468864,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",35,29,20161213,"","False",60269.2179913037,59460,"High income",122960000,122960000,18.6273696571946,18.6273696571946
"441","United States",1945823643105525504,"Organic Search",1945823643105525504,"Safari","iOS","mobile","Americas","Northern America","United States","google","organic",73,62,20170616,"","True",60269.2179913037,59460,"High income",56640000,56640000,17.8522260073497,17.8522260073497
"442","United States",1952489722981028096,"Organic Search",1952489722981028096,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",43,30,20161216,"","False",60269.2179913037,59460,"High income",72750000,72750000,18.1025394640159,18.1025394640159
"443","United States",1956307607572137984,"Organic Search",1956307607572137984,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",63,50,20161110,"","False",60269.2179913037,59460,"High income",863410000,1506340000,21.1329487044556,20.5764002231358
"445","United States",1957458976293878016,"Display",1957458976293878016,"Other","Windows","desktop","Americas","Northern America","United States","Other","cpm",42,30,20170630,"","False",60269.2179913037,59460,"High income",1196740000,1196740000,20.9028670302379,20.9028670302379
"446","United States",1959133989198624768,"Referral",1959133989198624768,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",13,12,20170501,"","False",60269.2179913037,59460,"High income",33590000,33590000,17.3297389615885,17.3297389615885
"447","United States",94073617799666176,"Referral",94073617799666176,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",23,17,20160816,"","False",60269.2179913037,59460,"High income",34790000,34790000,17.3648405471281,17.3648405471281
"448","United States",1977361136349656320,"Referral",1977361136349656320,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",14,12,20170420,"","False",60269.2179913037,59460,"High income",44790000,44790000,17.6174954581835,17.6174954581835
"449","United States",1978868515963084288,"Referral",1978868515963084288,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",15,13,20161213,"","False",60269.2179913037,59460,"High income",59990000,59990000,17.9096884396293,17.9096884396293
"450","United States",1996186587769697536,"Referral",1996186587769697536,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",21,15,20170801,"","False",60269.2179913037,59460,"High income",43640000,43640000,17.5914847189291,17.5914847189291
"451","United States",1999477392807291392,"Referral",1999477392807291392,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",40,28,20160816,"","False",60269.2179913037,59460,"High income",354320000,354320000,19.6857110175792,19.6857110175792
"452","United States",2.008785002911e+18,"Referral",2.008785002911e+18,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",30,20,20170801,"","False",60269.2179913037,59460,"High income",157140000,157140000,18.872647685712,18.872647685712
"453","United States",2009706373973411328,"Referral",2009706373973411328,"Chrome","Windows","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",49,36,20161213,"","False",60269.2179913037,59460,"High income",60690000,60690000,17.921289497812,17.921289497812
"454","United States",1152867987950849280,"Referral",1152867987950849280,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",28,23,20170515,"","False",60269.2179913037,59460,"High income",89580000,179160000,19.0037898193034,18.3106426387434
"455","United States",2020115174591875840,"Referral",2020115174591875840,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",54,42,20170113,"","False",60269.2179913037,59460,"High income",203900000,5.96e+08,20.2057512250296,19.1331402355447
"456","United States",2022590988318962176,"Referral",2022590988318962176,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",31,29,20160831,"","False",60269.2179913037,59460,"High income",26290000,26290000,17.0846991967061,17.0846991967061
"457","United States",2070184068182824192,"Referral",2070184068182824192,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",30,26,20160831,"","False",60269.2179913037,59460,"High income",33680000,33680000,17.3324147473384,17.3324147473384
"458","United States",2076013084401203712,"Organic Search",2076013084401203712,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",39,25,20170613,"","False",60269.2179913037,59460,"High income",13290000,13290000,16.4025224306894,16.4025224306894
"459","United States",2076798586652430080,"Direct",2076798586652430080,"Other","Android","tablet","Americas","Northern America","United States","(direct)","(none)",18,18,20161216,"","True",60269.2179913037,59460,"High income",22970000,22970000,16.9496995746653,16.9496995746653
"460","United States",2092692131178622208,"Direct",2092692131178622208,"Safari","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",28,28,20170501,"","False",60269.2179913037,59460,"High income",8990000,8990000,16.0116234064478,16.0116234064478
"461","United States",2099864407370022144,"Direct",2099864407370022144,"Chrome","iOS","desktop","Americas","Northern America","United States","(direct)","(none)",21,15,20170623,"","False",60269.2179913037,59460,"High income",113520000,113520000,18.5474895908161,18.5474895908161
"462","United States",2100286135111282944,"Referral",2100286135111282944,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",20,18,20160816,"","False",60269.2179913037,59460,"High income",50450000,50450000,17.7364933047639,17.7364933047639
"463","United States",4951643151731924992,"Referral",4951643151731924992,"Chrome","iOS","desktop","Americas","Northern America","United States","Other","referral",77,33,20161213,"","False",60269.2179913037,59460,"High income",91140000,91140000,18.3279073438,18.3279073438
"464","United States",2109053541085110272,"Organic Search",2109053541085110272,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",33,26,20161129,"","False",60269.2179913037,59460,"High income",85980000,85980000,18.2696252690324,18.2696252690324
"465","United States",2124048453506060544,"Organic Search",2124048453506060544,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",21,20,20161130,"","False",60269.2179913037,59460,"High income",55990000,55990000,17.8406836613251,17.8406836613251
"466","United States",2132206668089692416,"Referral",2132206668089692416,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",147,86,20170420,"","False",60269.2179913037,59460,"High income",359270000,359270000,19.6995847529117,19.6995847529117
"467","United States",2137148419156971264,"Organic Search",2137148419156971264,"Other","Windows","desktop","Americas","Northern America","United States","google","organic",18,16,20170303,"","False",60269.2179913037,59460,"High income",16990000,16990000,16.6481354936481,16.6481354936481
"468","United States",2137863904587206400,"Organic Search",2137863904587206400,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",13,11,20170501,"","False",60269.2179913037,59460,"High income",12990000,12990000,16.3796903886468,16.3796903886468
"469","United States",2144281539931737088,"Referral",2144281539931737088,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",63,39,20160831,"","False",60269.2179913037,59460,"High income",41290000,41290000,17.5361308978623,17.5361308978623
"470","United States",2175891853149827328,"Referral",2175891853149827328,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",28,21,20170303,"","False",60269.2179913037,59460,"High income",19190000,19190000,16.7698998679839,16.7698998679839
"471","United States",2180515369167502592,"Direct",2180515369167502592,"Chrome","Windows","desktop","Americas","Northern America","United States","(direct)","(none)",20,17,20170616,"","False",60269.2179913037,59460,"High income",55990000,55990000,17.8406836613251,17.8406836613251
"472","United States",2193251253036865536,"Referral",2193251253036865536,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",72,56,20161112,"","False",60269.2179913037,59460,"High income",108770000,108770000,18.50474611907,18.50474611907
"473","United States",2198879349250618880,"Referral",2198879349250618880,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",30,28,20170113,"","False",60269.2179913037,59460,"High income",43140000,43140000,17.5799611989253,17.5799611989253
"474","United States",177654337280434400,"Organic Search",177654337280434400,"Safari","iOS","desktop","Americas","Northern America","United States","google","organic",59,49,20161014,"","False",60269.2179913037,59460,"High income",23980000,23980000,16.9927307075636,16.9927307075636
"475","United States",2222591960554618880,"Paid Search",2222591960554618880,"Chrome","Android","mobile","Americas","Northern America","United States","google","cpc",25,21,20170420,"Google Merchandise Collection","True",60269.2179913037,59460,"High income",12990000,12990000,16.3796903886468,16.3796903886468
"476","United States",5108174936162208768,"Referral",5108174936162208768,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",49,38,20160822,"","False",60269.2179913037,59460,"High income",35590000,35590000,17.3875752574864,17.3875752574864
"477","United States",2231593693192690944,"Social",2231593693192690944,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","Other","referral",17,16,20170501,"","False",60269.2179913037,59460,"High income",33590000,33590000,17.3297389615885,17.3297389615885
"478","United States",2236066284946239232,"Referral",2236066284946239232,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",14,12,20170111,"","False",60269.2179913037,59460,"High income",87990000,87990000,18.2927337296217,18.2927337296217
"479","United States",2241578867926472192,"Organic Search",2241578867926472192,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",56,39,20161209,"","False",60269.2179913037,59460,"High income",109540000,109540000,18.5118003373198,18.5118003373198
"480","United States",2261390197712028928,"Paid Search",2261390197712028928,"Chrome","iOS","desktop","Americas","Northern America","United States","google","cpc",56,44,20170318,"","False",60269.2179913037,59460,"High income",74980000,74980000,18.132731969272,18.132731969272
"481","United States",2269933673702362112,"Referral",2269933673702362112,"Chrome","Windows","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",19,19,20161118,"","False",60269.2179913037,59460,"High income",8790000,8790000,15.9891252696614,15.9891252696614
"482","United States",2284555599203977472,"Direct",2284555599203977472,"Chrome","Windows","desktop","Americas","Northern America","United States","(direct)","(none)",30,23,20170801,"","False",60269.2179913037,59460,"High income",48220000,48220000,17.6912844307173,17.6912844307173
"483","United States",2287406421504796672,"Referral",2287406421504796672,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",30,22,20170613,"","False",60269.2179913037,59460,"High income",82030000,82030000,18.2225955919789,18.2225955919789
"484","United States",2294757944914427648,"Referral",2294757944914427648,"Chrome","Chrome OS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",19,17,20161213,"","False",60269.2179913037,59460,"High income",507040000,507040000,20.0441004539069,20.0441004539069
"485","United States",2295871331415471872,"Organic Search",2295871331415471872,"Other","Windows","desktop","Americas","Northern America","United States","google","organic",25,22,20161216,"","False",60269.2179913037,59460,"High income",18990000,18990000,16.7594230827885,16.7594230827885
"486","United States",2303533259349444608,"Organic Search",2303533259349444608,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",29,24,20170420,"","False",60269.2179913037,59460,"High income",98990000,98990000,18.410529392896,18.410529392896
"487","United States",2305911848160019968,"Referral",2305911848160019968,"Chrome","Linux","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",89,66,20160820,"","False",60269.2179913037,59460,"High income",111280000,111280000,18.5275601055795,18.5275601055795
"488","United States",5253255590732314624,"Organic Search",5253255590732314624,"Chrome","iOS","desktop","Americas","Northern America","United States","google","organic",56,42,20161118,"","False",60269.2179913037,59460,"High income",28410000,28410000,17.1622517538304,17.1622517538304
"489","United States",2324511444137196544,"Organic Search",2324511444137196544,"Safari","iOS","mobile","Americas","Northern America","United States","google","organic",23,20,20160831,"","True",60269.2179913037,59460,"High income",61610000,61610000,17.9363347529908,17.9363347529908
"490","United States",2325745722959451136,"Referral",2325745722959451136,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",49,37,20160811,"","False",60269.2179913037,59460,"High income",210160000,210160000,19.1633797033416,19.1633797033416
"491","United States",5264936572592547840,"Referral",5264936572592547840,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",24,22,20161123,"","False",60269.2179913037,59460,"High income",19990000,19990000,16.8107427064766,16.8107427064766
"493","United States",2352298830065288704,"Organic Search",2352298830065288704,"Chrome","Windows","desktop","Americas","Northern America","United States","google","organic",20,19,20161030,"","False",60269.2179913037,59460,"High income",7990000,7990000,15.8937013177425,15.8937013177425
"494","United States",2357073894289284096,"Referral",2357073894289284096,"Chrome","iOS","desktop","Americas","Northern America","United States","Other","referral",8,8,20161014,"","False",60269.2179913037,59460,"High income",5.99e+08,5.99e+08,20.2107721560797,20.2107721560797
"495","United States",2376144863648346112,"Referral",2376144863648346112,"Chrome","iOS","desktop","Americas","Northern America","United States","mall.googleplex.com","referral",20,18,20170617,"","False",60269.2179913037,59460,"High income",39410000,39410000,17.4895301491712,17.4895301491712
